"Timestamp";"CO2.ppm.";"airtemp.in.degreeC.";"humidity.in.rH.";"pressure.in.mbar.";"airtemp.out.degreeC.";"humidity.out.rH.";"pressure.out.mbar.";"PAR.umol.m.2s.1.";"H2O.temp.degreeC."
"10.03.23 16:15:56.837426";357.945622;28.810811;86.785146;1006.93964;28.360385;82.31244;1004.86428;277.469656;25.892458
"10.03.23 16:15:57.287583";357.97614;28.803487;86.769886;1007.11513;28.349399;82.315492;1004.94058;278.751412;25.883296
"10.03.23 16:15:57.737744";357.67096;28.796163;86.777516;1006.79467;28.358554;82.30481;1004.96347;277.896908;25.893985
"10.03.23 16:15:58.187901";357.640442;28.896868;87.357396;1007.24484;28.356723;82.315492;1004.9711;278.141052;25.890931
"10.03.23 16:15:58.638056";358.067694;28.891375;87.35587;1006.52762;28.360385;82.31244;1004.94058;278.690376;25.890931
"10.03.23 16:15:59.88214";358.73909;28.893206;87.358922;1007.23721;28.360385;82.307862;1004.95584;277.225512;26.110819
"10.03.23 16:15:59.538371";358.464428;28.885882;87.35587;1006.73363;28.342075;82.309388;1004.90243;279.2397;26.10013
"10.03.23 16:15:59.988528";358.952716;28.887713;87.993738;1007.22195;28.354892;83.177682;1004.96347;277.7138;26.109292
"10.03.23 16:16:00.438688";358.983234;28.889544;87.993738;1006.81756;28.343906;83.18226;1004.96347;279.117628;26.107765
"10.03.23 16:16:00.888843";358.617018;28.889544;87.993738;1006.65733;28.354892;83.185312;1004.94058;277.774836;26.107765
"10.03.23 16:16:01.339004";358.708572;28.891375;88.579722;1007.26773;28.364047;84.033768;1004.95584;278.32416;26.187169
"10.03.23 16:16:01.789161";358.922198;28.904192;88.564462;1006.33687;28.35123;84.05208;1004.92532;277.835872;26.178007
"10.03.23 16:16:02.239317";358.861162;28.885882;88.578196;1007.07698;28.367709;84.047502;1004.96347;278.141052;26.187169
"10.03.23 16:16:02.689473";358.678054;28.90053;88.579722;1006.5734;28.354892;84.05208;1005.00162;277.957944;26.187169
"10.03.23 16:16:03.139631";359.135824;28.902361;89.234376;1007.08461;28.44278;84.049028;1004.9711;278.141052;26.181061
"10.03.23 16:16:03.589788";359.105306;28.889544;89.234376;1006.78704;28.451935;84.041398;1004.99399;278.263124;26.407057
"10.03.23 16:16:04.39949";358.555982;28.895037;89.24048;1006.87097;28.448273;84.049028;1004.90243;278.263124;26.402476
"10.03.23 16:16:04.490104";359.013752;28.896868;89.235902;1006.68022;28.444611;84.047502;1004.96347;278.568304;26.408584
"10.03.23 16:16:04.940264";359.135824;28.979263;89.745586;1007.08461;28.439118;84.042924;1004.99399;278.32416;26.408584
"10.03.23 16:16:05.390419";358.800126;28.977432;89.741008;1007.05409;28.444611;84.047502;1004.97873;278.263124;26.402476
"10.03.23 16:16:05.840578";358.769608;28.962784;89.739482;1005.76462;28.448273;84.039872;1004.96347;278.01898;26.477299
"10.03.23 16:16:06.290742";358.922198;28.986587;89.730326;1007.7179;28.437287;84.047502;1004.94058;278.01898;26.469664
"10.03.23 16:16:06.740893";358.983234;28.979263;90.325466;1005.93248;28.44278;84.04445;1004.9711;278.202088;26.480353
"10.03.23 16:16:07.191048";358.708572;28.990249;90.325466;1007.16854;28.446442;84.049028;1004.97873;278.141052;26.478826
