"Timestamp";"CO2.ppm.";"airtemp.in.degreeC.";"humidity.in.rH.";"pressure.in.mbar.";"airtemp.out.degreeC.";"humidity.out.rH.";"pressure.out.mbar.";"PAR.umol.m.2s.1.";"H2O.temp.degreeC."
"02.03.23 13:46:57.154754";357.36578;30.775474;79.506126;1005.39838;32.450839;66.904418;1003.00256;1274.553752;29.90236
"02.03.23 13:46:57.604911";356.633348;30.74984;79.498496;1005.23052;32.459994;66.901366;1003.07123;1259.660968;29.909995
"02.03.23 13:46:58.55068";356.694384;30.760826;80.729978;1005.42127;32.461825;66.910522;1003.07886;1269.731908;29.909995
"02.03.23 13:46:58.505228";357.182672;30.766319;80.737608;1005.2763;32.458163;66.255868;1003.07886;1270.098124;29.909995
"02.03.23 13:46:58.955383";356.724902;30.766319;80.734556;1005.32971;32.461825;66.252816;1003.05597;1271.440916;29.909995
"02.03.23 13:46:59.405544";356.572312;30.760826;81.195408;1005.53572;32.459994;66.246712;1003.01782;1276.934156;29.90236
"02.03.23 13:46:59.855701";357.182672;30.835897;81.898894;1005.2;32.469149;66.249764;1003.07886;1276.628976;29.909995
"02.03.23 13:47:00.305856";356.90801;30.845052;81.895842;1005.52046;32.463656;65.814854;1003.04071;1273.699248;29.911522
"02.03.23 13:47:00.756016";356.663866;30.843221;81.898894;1005.36786;32.465487;65.81638;1003.05597;1277.727624;29.989399
"02.03.23 13:47:01.206176";357.0606;30.852376;83.078492;1005.23052;32.458163;65.813328;1003.04834;1275.6524;29.984818
"02.03.23 13:47:01.656333";357.0606;30.8597;83.081544;1005.56624;32.47098;65.827062;1003.09412;1269.976052;29.987872
"02.03.23 13:47:02.106494";356.846974;30.856038;83.086122;1005.28393;32.469149;65.529492;1003.17805;1275.896544;29.995507
"02.03.23 13:47:02.556653";356.846974;30.867024;83.086122;1005.42127;32.474642;65.527966;1003.1399;1276.201724;30.000088
"02.03.23 13:47:03.6806";357.426816;30.872517;84.161952;1005.55098;32.478304;65.531018;1003.17805;1279.680776;29.998561
"02.03.23 13:47:03.456964";357.091118;30.863362;84.165004;1005.36023;32.476473;65.527966;1003.2162;1276.018616;29.998561
"02.03.23 13:47:03.907119";356.724902;30.868855;84.152796;1005.37549;32.456332;65.523388;1003.1399;1272.417492;29.99398
"02.03.23 13:47:04.357278";357.36578;30.856038;84.161952;1005.48231;32.476473;65.524914;1003.18568;1288.103744;30.001615
"02.03.23 13:47:04.807436";357.304744;30.868855;85.106546;1004.99399;32.476473;65.531018;1003.19331;1279.802848;30.003142
"02.03.23 13:47:05.257599";356.846974;30.8597;85.109598;1005.70358;32.480135;65.53407;1003.16279;1272.29542;29.929846
"02.03.23 13:47:05.707751";357.0606;30.857869;85.111124;1005.2763;32.478304;65.521862;1003.19331;1273.82132;29.931373
"02.03.23 13:47:06.157911";357.182672;30.867024;85.100442;1005.54335;32.465487;65.529492;1003.13227;1287.920636;29.922211
"02.03.23 13:47:06.608067";356.969046;30.95125;86.054192;1005.44416;32.476473;65.52644;1003.19331;1282.549468;29.925265
"02.03.23 13:47:07.58225";356.846974;30.965898;86.055718;1005.45179;32.472811;65.532544;1003.23146;1261.61412;29.9329
"02.03.23 13:47:07.508385";357.36578;30.967729;86.063348;1005.32971;32.474642;65.529492;1003.17805;1290.789328;29.928319
"02.03.23 13:47:07.958542";357.274226;30.956743;86.057244;1005.34497;32.478304;65.521862;1003.17805;1283.220864;29.928319
"02.03.23 13:47:08.408701";356.724902;30.958574;86.917908;1005.47468;32.564361;65.459296;1003.15516;1265.764568;29.920684
