"Timestamp";"CO2.ppm.";"airtemp.in.degreeC.";"humidity.in.rH.";"pressure.in.mbar.";"airtemp.out.degreeC.";"humidity.out.rH.";"pressure.out.mbar.";"PAR.umol.m.2s.1.";"H2O.temp.degreeC."
"01.03.23 23:02:37.416964";375.67658;26.258397;97.735722;1007.42796;25.749379;95.127788;1006.10034;0;25.194619
"01.03.23 23:02:37.867118";375.951242;26.26389;97.735722;1007.42033;25.745717;95.124736;1006.0393;0;25.196146
"01.03.23 23:02:38.317275";376.103832;26.256566;97.734196;1007.23721;25.745717;95.12321;1006.05456;0;25.342738
"01.03.23 23:02:38.767433";375.554508;26.349947;97.87764;1007.47374;25.738393;95.120158;1006.02404;0;25.338157
"01.03.23 23:02:39.217593";375.585026;26.331637;97.883744;1007.20669;25.75121;95.118632;1006.05456;0;25.342738
"01.03.23 23:02:39.667750";376.073314;26.351778;97.886796;1007.42796;25.75121;95.121684;1006.08508;0;25.344265
"01.03.23 23:02:40.117905";375.951242;26.35544;97.888322;1007.3364;25.743886;95.13084;1006.03167;0;25.339684
"01.03.23 23:02:40.568063";375.67658;26.342623;97.888322;1007.28299;25.745717;95.194932;1006.05456;0;25.559572
"01.03.23 23:02:41.18222";375.859688;26.351778;97.883744;1007.55004;25.731069;95.204088;1006.05456;0;25.553464
"01.03.23 23:02:41.468383";376.012278;26.342623;97.886796;1007.23721;25.742055;95.201036;1006.08508;0;25.558045
"01.03.23 23:02:41.918542";375.67658;26.346285;97.888322;1007.4127;25.743886;95.201036;1006.04693;0;25.561099
"01.03.23 23:02:42.368701";375.798652;26.349947;97.888322;1007.38981;25.745717;95.204088;1006.06982;0;25.765717
"01.03.23 23:02:42.818852";376.103832;26.348116;97.889848;1007.42033;25.742055;95.194932;1006.07745;0;25.77946
"01.03.23 23:02:43.269010";375.615544;26.437835;98.031766;1007.32114;25.734731;95.204088;1006.06982;0;25.771825
"01.03.23 23:02:43.719170";375.646062;26.42868;98.040922;1007.43559;25.7329;95.201036;1006.07745;0;25.782514
"01.03.23 23:02:44.169327";376.103832;26.441497;98.042448;1007.38218;25.742055;95.19951;1006.06982;0;25.780987
"01.03.23 23:02:44.619486";376.13435;26.436004;98.03787;1007.29062;25.745717;95.202562;1006.01641;0;26.068063
"01.03.23 23:02:45.69644";375.67658;26.436004;98.040922;1007.45085;25.747548;95.262076;1006.09271;0;26.074171
"01.03.23 23:02:45.519801";375.82917;26.425018;98.03024;1007.31351;25.738393;95.278862;1006.04693;0;26.071117
"01.03.23 23:02:45.969956";376.012278;26.434173;98.040922;1007.42033;25.747548;95.278862;1006.0393;0;26.072644
"01.03.23 23:02:46.420114";375.768134;26.436004;98.039396;1007.31351;25.75121;95.272758;1006.07745;0;26.074171
"01.03.23 23:02:46.870273";375.67658;26.426849;98.034818;1007.36692;25.745717;95.272758;1006.07745;0;26.065009
"01.03.23 23:02:47.320430";376.103832;26.434173;98.03787;1007.45848;25.747548;95.262076;1005.98589;0;26.220763
"01.03.23 23:02:47.770590";375.768134;26.437835;98.253036;1007.38981;25.743886;95.271232;1006.00115;0;26.214655
"01.03.23 23:02:48.220748";375.707098;26.42868;98.263718;1007.4127;25.747548;95.27581;1006.0393;0;26.219236
"01.03.23 23:02:48.670906";376.103832;26.430511;98.260666;1007.52715;25.753041;95.27581;1006.12323;0;26.219236
"01.03.23 23:02:49.121066";376.073314;26.430511;98.254562;1007.1838;25.738393;95.280388;1005.98589;0;26.208547
